Title,Abstract,DOI,Authors,Year,Document_Type,Journal,Source,DECISION,MOTIVO
Prognostic values of novel biomarkers in patients with AL amyloidosis.,"As cardiac involvement is the most important prognostic marker in light-chain amyloidosis (AL), revised Mayo staging for AL incorporated N-terminal pro-brain natriuretic peptide (NTproBNP) and troponin T (TnT). However, prognostic value of novel biomarkers, such as soluble suppression of tumorigenicity 2 (sST2), growth differentiation factor 15 (GDF15), or osteopontin (OPN) is unknown in AL amyloidosis. We aimed to investigate additive predictive effects of novel biomarkers for overall mortality rates of AL amyloidosis patients. Levels of sST2, GDF15, and OPN were quantified at diagnosis in a total of 73 AL amyloidosis patients at Samsung Medical Center from 2010 to 2016. The median follow-up duration of the censored cases was 18.0 (12.4-28.1) months. A total of 25 deaths occurred during the follow-up period. Two novel biomarkers, sST2 and GDF-15 showed satisfactory predictive performances for both one-year and overall survival from ROC analysis. Best cut-off values for predicting one-year mortality were selected. Elevated sST2 and GDF-15 levels showed significant incremental prognostic values in addition to NT-ProBNP and TnT for overall mortality. Patients were assigned 1 point for elevated sST2 or GDF-15. The mean values of NT-proBNP, TnT, mean LV wall thickness, and septal e' velocity differed significantly according to the scores. Patients with higher scores showed significantly worse prognosis even in patients with advanced revised Mayo staging. Two novel biomarkers, sST2 and GDF-15, showed satisfactory prognostic value for overall survival of AL amyloidosis patients. Furthermore, sST2 and GDF-15 showed additive incremental values over conventional biomarkers and further discriminated prognosis of patients in advanced stages.",10.1038/s41598-019-48513-6 [pii],"Kim D, Lee GY, Choi JO, Kim K, Kim SJ, Ju ES, Jeon ES",,,Sci Rep. 2019 Aug 21;9(1):12200. doi: 10.1038/s41598-019-48513-6.,PubMed,INCLUIDO,Cumple criterios — novel biomarker
Natriuretic Peptides and Cardiac Troponins: Markers of Disease Progression and Risk in Light Chain Cardiac Amyloidosis.,"PURPOSE OF REVIEW: Light chain (AL) amyloidosis can cause an infiltrative cardiomyopathy that can result in symptomatic heart failure. The vague, nonspecific onset of signs and symptoms may lead to a delay in diagnosis and treatment leading to poor outcomes. Cardiac biomarkers, such as troponins and natriuretic peptides, play a pivotal role in diagnosis, determining prognosis, and assessing treatment response in patients with AL amyloidosis. Because of the evolving landscape for both diagnosis and treatment of AL cardiac amyloidosis, we review the critical role these and other biomarkers play in the clinical management of this disease. RECENT FINDINGS: A number of conventional cardiac and noncardiac serum biomarkers are commonly used in AL cardiac amyloidosis and may be surrogates for cardiac involvement and inform prognosis. These include typical heart failure biomarkers such as levels of circulating natriuretic peptides as well as cardiac troponins. Other noncardiac biomarkers frequently measured in AL cardiac amyloidosis included difference between the involved and uninvolved free light chains (dFLC) and markers of endothelial cell activation and damage such as von Willebrand factor antigen and matrix metalloproteinases. AL amyloidosis can lead to cardiac involvement which has been associated with poor outcomes, especially if not identified and treated early. Natriuretic peptides and cardiac troponins are cornerstones for the diagnosis and management of AL cardiac amyloidosis. Their levels may represent cardiac stress, injury, and possibly degree of cardiac involvement, and they play a key role in AL amyloidosis disease staging.",10.1007/s11897-023-00616-y [pii],"Wees I, Hendren NS, Kaur G, Roth LR, Grodin JL",,,Curr Heart Fail Rep. 2023 Oct;20(5):350-357. doi: 10.1007/s11897-023-00616-y. Epub 2023 Jul 10.,PubMed,INCLUIDO,Cumple criterios — serum biomarker
T cell landscape and dynamics in immunoglobulin light chain amyloidosis before and after daratumumab-based therapy.,"Amyloid light-chain (AL) is characterized by the presence of small, poorly proliferating plasma cell clones with the production and deposition of light chains into tissues. T cell changes within the tumour microenvironment in AL are poorly understood. By sequencing at a single-cell level of CD3(+) T cells purified from bone marrow (BM) and blood of newly diagnosed AL patients before and after a combination of daratumumab with cyclophosphamide, bortezomib, and dexamethasone (Dara-BCD), we analysed the transcriptomic features of T cells and found an expansion, activation and type I cytokine upregulation in BM and circulating T cells after the treatment. More prominent changes were shown in CD8(+) T cells. In particular, we found the presence of CD8(+) BM resident memory T cells (T(RM) ) with high expression of inhibitory molecules in AL patients at diagnosis. After Dara-BCD, these T(RM) cells were quickly activated with downregulation of suppressive molecules and upregulation of IFNG expression. These data collectively demonstrate that Dara-based therapy in patients with AL amyloidosis promotes anti-tumour T cell responses. The similar transcriptomic features of BM and circulating T cells before and after therapy further provide a less invasive approach for molecular monitoring of T cell response in AL amyloidosis.",CTM2582 [pii],"Wang Y, Xu L, Zhao W, Chen X, Wen L, Duan W, Yu XJ, De Zhou F, Liu Y, Hao J, Huang X, Lu J, Ge Q",,,Clin Transl Med. 2021 Nov;11(11):e582. doi: 10.1002/ctm2.582.,PubMed,INCLUIDO,Cumple criterios — transcriptom
Machine-learning based subgroups of AL amyloidosis and cumulative incidence of mortality and end stage kidney disease.,"Immunoglobulin light chain (AL) amyloidosis is a multisystem disease with varied treatment options and disease-related outcomes. Current staging systems rely on a limited number of cardiac, renal, and plasma cell dyscrasia biomarkers. To improve prognostication for all-cause mortality and end-stage kidney disease (ESKD), we applied unsupervised machine learning using a comprehensive set of clinical and laboratory parameters. Our study cohort comprised 2067 patients with newly diagnosed, biopsy-proven AL amyloidosis from the Boston University Amyloidosis Center. Variables included 31 clinical symptoms and 28 baseline laboratory values. Our clustering algorithm identified three subgroups of AL amyloidosis (low-risk, intermediate-risk, and high-risk) with distinct clinical phenotypes and median overall survival (OS) estimates of 6.1, 3.7, and 1.2 years, respectively. The 10-year adjusted cumulative incidences of all-cause mortality were 66.8% (95% CI 63.4-70.1), 75.4% (95% CI 72.1-78.6), and 90.6% (95% CI 87.4-93.3) for low, intermediate, and high-risk subgroups. The 10-year adjusted cumulative incidences of end-stage kidney disease (ESKD) were 20.4% (95% CI 6.1-24.5), 37.6% (95% CI 31.8-43.8), and 6.7% (95% CI 2.8-11.3) for low-risk, intermediate-risk, and high-risk subgroups. Finally, we trained a classifier for external validation with high cross-validation accuracy (85% [95% CI 83-86]) using a subset of easily obtainable clinical parameters. This marks an initial stride toward integrating precision medicine into risk stratification of AL amyloidosis for both all-cause mortality and ESKD.",10.1002/ajh.27472 [doi],"Anand SK, Staron A, Mendelson LM, Joshi T, Burke N, Sanchorawala V, Verma A",,,Am J Hematol. 2024 Nov;99(11):2140-2151. doi: 10.1002/ajh.27472. Epub 2024 Sep 11.,PubMed,INCLUIDO,Cumple criterios — machine learning
"IgM AL amyloidosis: delineating disease biology and outcomes with clinical, genomic and bone marrow morphological features.","This study evaluates newly diagnosed IgM (6%, n = 75/1174) vs. non-IgM light chain amyloidosis patients. IgM amyloid patients had lower light chains (12.5 vs. 22.5 mg/dL; p < 0.001). Heart (56% vs. 73%, p = 0.002) and >1 organ involvement (31% vs. 44%, p = 0.02) was less common in IgM amyloidosis, while soft tissue and peripheral nerve involvement was more common. t(11;14) was less common (27% vs. 50%, p = 0.008) in IgM amyloidosis. Rates of MYD88(L265P) and CXCR4(WHIM) mutation in IgM amyloidosis were 58% (29/50) and 17% (8/46). Diagnosis after hematopathology review in IgM amyloidosis was pure plasma cell neoplasm (PPCN) in 23% (16/70), lymphoplasmacytic neoplasm (LPL) in 63% (44/70) patients, and other (14%). LPL vs. PPCN groups had distinct genetic abnormalities: t(11;14): 0% (0/18) vs. 60% (9/15), p < 0.001; MYD88(L265P) mutation: 84% (27/32) vs. 0% (0/14), p < 0.001; CXCR4 mutation: 29% (8/28) vs. 0% (0/14), p = 0.04. Overall survival was shorter in IgM AL when stratified by Mayo 2012 stage; stage 1/2 (59 vs. 125.9 months, p = 0.003) and stage 3/4 (6.5 vs. 12.9 months, p = 0.075), likely due to lower hematologic response rates (6 months: 39% vs. 59%, p = 0.008). We characterized two subtypes of IgM amyloidosis (LPL/PPCN). This can aid in therapeutic decision-making, with treatment directed at the clonal disease.",10.1038/s41375-019-0667-6 [pii],"Sidana S, Larson DP, Greipp PT, He R, McPhail ED, Dispenzieri A, Murray DL, Dasari S, Ansell SM, Muchtar E, Gonsalves WI, Kourelis TV, Ramirez-Alvarado M, Kapoor P, Rajkumar SV, Lacy MQ, Buadi FK, Leung N, Kyle RA, Kumar SK, King RL, Gertz MA",,,Leukemia. 2020 May;34(5):1373-1382. doi: 10.1038/s41375-019-0667-6. Epub 2019 Nov 28.,PubMed,INCLUIDO,Cumple criterios — genom
Genomic profiling in amyloid light-chain amyloidosis reveals mutation profiles associated with overall survival.,"Background: Amyloid light chain (AL) amyloidosis is characterized by tissue deposition of amyloid fibres derived from immunoglobulin that can lead to irreversible organ damage. Information about genomic profiles of AL amyloidosis is lacking.Methods: In this study, we adopted a two-step strategy to investigate the mutational profile of AL amyloidosis bone marrow plasma cells (PCs) and their clinical implications. In step one, whole-exome sequencing was performed in bone marrow PCs and paired with normal tissue from 10 AL amyloidosis patients, by which we identified 10 significantly mutated genes (SMGs). In step two, we constituted a targeted gene sequencing (TGS) panel covering the frequently mutated genes identified in step one, genes reported in prior AL amyloidosis studies, and known cancer driver mutations. Then, we analysed an expanded cohort of AL amyloidosis patients (N = 48) with this panel comprising 98 genes.Results: Four recurrent mutations were identified by TGS and verified by Sanger sequencing: ASB15 (c. 844 C > T), ASCC3 (c. 1595 A > G), HIST1H1E (c. 311 C > T) and KRAS (c. 35 G > A), among which the first three mutations were associated with inferior overall survival (OS). Additionally, we found that the number of mutations identified by the TGS panel of 98 genes could be a prognostic predictor for OS.Conclusions: In summary, we revealed genomic profiling in AL amyloidosis and found mutation profiles associated with OS.",10.1080/13506129.2019.1678464 [doi],"Huang XF, Jian S, Lu JL, Shen KN, Feng J, Zhang CL, Tian Z, Wang JL, Lei WJ, Cao XX, Zhou DB, Liang ZY, Li J",,,Amyloid. 2020 Mar;27(1):36-44. doi: 10.1080/13506129.2019.1678464. Epub 2019 Oct 22.,PubMed,INCLUIDO,Cumple criterios — genom
Development of an artificial intelligence-based early diagnostic system for light-chain amyloidosis.,"Light-chain (AL) amyloidosis is a rare disease and its early diagnosis remains challenging. This study aimed to develop an artificial intelligence (AI)-based diagnostic assistance system to improve the early diagnosis of AL amyloidosis and facilitate earlier and more precise disease management. Through cooperation with 18 hospitals in the Chinese Registration Network for Light-chain Amyloidosis (CRNLA), 1,355 patients with AL amyloidosis were registered and followed up from January 2010 to January 2022. Ten variables that are easily monitored in clinics, including age, cardiac troponin I (cTnl), N-terminal prohormone B-type natriuretic peptide (NT-ProBNP), creatinine (Crea), albumin (ALB), total bilirubin (Tbil), alkaline phosphatase (ALP), interventricular septum (IVS), left ventricular posterior wall (LVPW), and ejection fraction (EF), were selected. An early assistant diagnostic model of AL amyloidosis was established using gradient boosting decision tree (GBDT), support vector machine (SVM), random forest (RF), and ensemble learning models. A validation subset of challenging cases from the external validation set was used to compare the performance of the AI-based early diagnostic assistance system to that of physicians. All of the typical machine learning algorithms, namely the GBDT, SVM, RF, and ensemble learning models, performed well. The ensemble learning model was considered to have the best performance in the external validation set based on its highest F1 value (0.94) and an area under the receiver operating characteristic (ROC) curve of 0.9784 (95% confidence interval [CI]:0.963-0.987). Performance comparisons between the AI-based early diagnostic assistance model and physicians suggested that the diagnostic accuracy of the AI model (0.95,95%CI:0.92-0.98;P < 0.05) substantially exceeded that of the hematologists (0.73,95%CI:0.7-0.82) and other physicians (0.65,95%CI: 0.61-0.71). The model established by AI, which uses routine laboratory and echocardiography results, can predict the possibility of AL amyloidosis in various scenarios, which may support the early diagnosis of this rare disease.",10.1007/s00277-025-06674-7 [pii],"Yan W, Chen J, He T, Xu H, Chen J, Liu X, Zhong L, Li Y, Sun C, Wang X, Gao L, Jin F, Li B, Li C, Wen Y, Chen Z, Liu B, Li J, Wang H",,,Ann Hematol. 2025 Dec;104(12):6315-6326. doi: 10.1007/s00277-025-06674-7. Epub 2025 Nov 13.,PubMed,INCLUIDO,Cumple criterios — machine learning
LGE Provides Incremental Prognostic Information Over Serum Biomarkers in AL Cardiac Amyloidosis.,"OBJECTIVES: This study sought to determine the prognostic value of cardiac magnetic resonance (CMR) late gadolinium enhancement (LGE) in amyloid light chain (AL) cardiac amyloidosis. BACKGROUND: Cardiac involvement is the major determinant of mortality in AL amyloidosis. CMR LGE is a marker of amyloid infiltration of the myocardium. The purpose of this study was to evaluate retrospectively the prognostic value of CMR LGE for determining all-cause mortality in AL amyloidosis and to compare the prognostic power with the biomarker stage. METHODS: Seventy-six patients with histologically proven AL amyloidosis underwent CMR LGE imaging. LGE was categorized as global, focal patchy, or none. Global LGE was considered present if it was visualized on LGE images or if the myocardium nulled before the blood pool on a cine multiple inversion time (TI) sequence. CMR morphologic and functional evaluation, echocardiographic diastolic evaluation, and cardiac biomarker staging were also performed. Subjects' charts were reviewed for all-cause mortality. Cox proportional hazards analysis was used to evaluate survival in univariate and multivariate analysis. RESULTS: There were 40 deaths, and the median study follow-up period was 34.4 months. Global LGE was associated with all-cause mortality in univariate analysis (hazard ratio = 2.93; p < 0.001). In multivariate modeling with biomarker stage, global LGE remained prognostic (hazard ratio = 2.43; p = 0.01). CONCLUSIONS: Diffuse LGE provides incremental prognosis over cardiac biomarker stage in patients with AL cardiac amyloidosis.",S1936-878X(16)30191-7 [pii],"Boynton SJ, Geske JB, Dispenzieri A, Syed IS, Hanson TJ, Grogan M, Araoz PA",,,JACC Cardiovasc Imaging. 2016 Jun;9(6):680-6. doi: 10.1016/j.jcmg.2015.10.027. Epub 2016 May 18.,PubMed,INCLUIDO,Cumple criterios — serum biomarker
Metabolomics and machine learning approaches for diagnostic biomarkers screening in systemic light chain amyloidosis.,"Delayed diagnosis of systemic light chain (AL) amyloidosis is common and associated with worse survival and early mortality. Current diagnosis still relies on invasive tissue biopsies, highlighting the need for sensitive, noninvasive biomarkers for early diagnosis. This study aims to identify promising biomarkers for the early diagnosis of AL amyloidosis. Peripheral venous blood samples from 70 newly diagnosed systemic AL amyloidosis patients, 48 newly diagnosed multiple myeloma (MM) patients, and 29 healthy controls (HCs) were analyzed using high-performance liquid chromatography-mass spectrometry. Metabolomic profiling revealed distinct metabolic differences between the AL group and the controls (HCs and MM). Machine learning further identified that phytosphingosine and asymmetric dimethylarginine were significantly up-regulated in the AL group compared with HCs group, with area under curve (AUC) values of 0.990 and 0.904, sensitivity and specificity of (97%, 100%) and (88%, 93%), respectively. Compared with MM group, phytosphingosine was also significantly up-regulated in the AL group, with an AUC value of 0.779, sensitivity and specificity of (62%, 88%). Pathway analysis showed significant changes in starch and sucrose metabolism pathway, as well as pentose and glucuronate interconversions pathway between the AL and the controls. Metabolomics combined with machine learning identified phytosphingosine as a promising biomarker for early diagnosis of AL amyloidosis. Two metabolic pathways (starch and sucrose metabolism, pentose and glucuronate interconversions) may reflect the key pathological processes involved in the development and progression of AL amyloidosis. Further confirmation studies are warranted to validate its value in this field.",10.1007/s00277-025-06302-4 [pii],"Xie W, Lai Z, Wang Q, Wang W, Wang J, Liu H, Liang Z, Dong Y",,,Ann Hematol. 2025 Mar;104(3):1669-1678. doi: 10.1007/s00277-025-06302-4. Epub 2025 Mar 13.,PubMed,INCLUIDO,Cumple criterios — metabolom
Using machine learning approaches to develop a fast and easy-to-perform diagnostic tool for patients with light chain amyloidosis: a retrospective real-world study.,"Immunoglobulin light chain (AL) amyloidosis is a severe disorder caused by the accumulation of amyloid fibrils, leading to organ failure. Early diagnosis is crucial to prevent irreversible damage, yet it remains a challenge due to nonspecific symptoms that often appear later in the disease progression. A retrospective study analyzed data collected from 133 AL amyloidosis patients and 271 non-AL patients with similar symptoms but different diagnoses between January 1st, 2017, and September 30th, 2022. Demographic data and laboratory test results were collected. Subsequently, significant features were identified by both logistic regression and independent expert clinical ability. Eventually, logistic regression and four machine learning (ML) algorithms were employed to construct a diagnostic model, utilizing fivefold cross-validation and blind set testing to identify the optimal model. The study successfully identified nine independent predictors of AL amyloidosis patients with kidney or cardiac involvement, respectively. Two models were developed to identify key features that distinguish AL amyloidosis from nephrotic syndrome and hypertrophic cardiomyopathy, respectively. The light gradient boosting machine (LightGBM) model emerged as the most effective, demonstrating superior performance with the area under curve (AUC) of 0.90 in both models, alongside high sensitivity, specificity, and F1-score. This research highlights the potential of using a machine learning-based LightGBM model to facilitate early and accurate diagnosis of AL amyloidosis. The model's effectiveness suggests it could be a valuable tool in clinical settings, aiding in the timely identification of AL amyloidosis among patients with non-specific symptoms. Further validation in diverse populations is recommended to establish its universal applicability.",10.1007/s00277-024-06015-0 [pii],"Liu Y, Dou X, Yan X, Ma S, Ye C, Wang X, Lu J",,,Ann Hematol. 2024 Dec;103(12):5781-5798. doi: 10.1007/s00277-024-06015-0. Epub 2024 Oct 31.,PubMed,INCLUIDO,Cumple criterios — machine learning
Red blood cell distribution width is a simple and novel biomarker for survival in light-chain amyloidosis.,"Red blood cell distribution width (RDW) has been used for the differential diagnosis of anemia, but high RDW may also be associated with several human disorders. We evaluated the prognostic relevance of RDW in patients with light-chain (AL) amyloidosis. We retrospectively analyzed all patients with AL amyloidosis who were newly diagnosed at the Japanese Red Cross Medical Center between December 2011 and June 2018. RDW was evaluated in 94 patients; 48% (n = 45) of patients had a high RDW (≥ 13.8%) and 52% (n = 49) had a low RDW (< 13.8%). Overall survival (OS) was significantly lower in patients with a high RDW (P < 0.001). On multivariate analysis, increased RDW was an independent predictor for OS. Even in patients without cardiac amyloidosis, the OS was significantly lower in the high-RDW group (P = 0.0064). The survival rate of high-RDW patients without cardiac involvement was as poor as that of patients with cardiac involvement. In addition, in patients with revised Mayo stage I or a normal level of N-terminal pro-B-type natriuretic peptide, high RDW was negatively correlated with OS (P = 0.0086, 0.025). RDW is a simple and strong predictor of early death, and is a prognostic biomarker in patients with AL amyloidosis without cardiac involvement.",10.1007/s12185-019-02692-0 [pii],"Yogo T, Okazuka K, Nashimoto J, Uto Y, Sato K, Miyazaki K, Ogura M, Yoshiki Y, Abe Y, Tsukada N, Ishida T, Suzuki K",,,Int J Hematol. 2019 Oct;110(4):431-437. doi: 10.1007/s12185-019-02692-0. Epub 2019 Jun 24.,PubMed,INCLUIDO,Cumple criterios — novel biomarker
Cardiovascular magnetic resonance-derived left atrioventricular coupling index as a novel prognostic marker for light-chain amyloidosis.,"BACKGROUND: Left atrioventricular coupling index (LACI) is a novel biomarker, and the prognostic value of LACI to predict cardiovascular events has been validated. The present study aimed to explore the prognostic value of LACI in patients with light-chain (AL) amyloidosis. METHODS: We prospectively enrolled 179 patients with AL amyloidosis who underwent cardiovascular magnetic resonance imaging between December 2011 and January 2020. LACI was defined as the ratio between the left atrial volume and the left ventricular volume at end-diastole. The primary endpoint was all-cause mortality. Receiver operating characteristic curve was used to identify the optimal cut-off of LACI in predicting all-cause mortality. Univariable and multivariable Cox proportional hazard models were used to assess the association of LACI and primary endpoint. RESULTS: During a median follow-up of 30 months, 118 (65.9 %) patients with all-cause mortality were documented. LACI was significantly higher in patients with primary endpoint compared to those without primary endpoint (55.4 %, interquartile range: 31.6 %-71.5 % vs. 39.4 %, interquartile range: 24.1 %-54.7 %, p = 0.001). The optimal cut-off for LACI to predict mortality was 49.3 %. In multivariate Cox regression analysis, LACI≥49.3 % (HR 1.907, 95 % CI 1.273-2.857, p = 0.002) was an independent predictor of all-cause mortality. On Kaplan-Meier analysis, patients at advanced Mayo stage (IIIa and IIIb) can be further risk stratified using LACI≥49.3 % (log-rank p = 0.035, p = 0.025). CONCLUSION: The LACI provides powerful independent prognostic value in AL amyloidosis. The LACI has incremental prognostic value to predict all-cause mortality over the Mayo stage in patients at the advanced Mayo stage.",S0167-5273(24)01252-X [pii],"Wang Y, Bi K, Wan K, Liu J, He W, Li X, Huang L, Peng L, Chen Y",,,Int J Cardiol. 2025 Jan 1;418:132630. doi: 10.1016/j.ijcard.2024.132630. Epub 2024 Oct 10.,PubMed,INCLUIDO,Cumple criterios — novel biomarker
